Company Name,Website,Company Linkedin Url,Facebook Url,Twitter Url,City,State,Country,Company Address,Company City,Company State,Company Country,Company Phone,SEO Description,Technologies,Annual Revenue,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At
Mukt Ultra Electric & Automation,http://www.ultrajpr.in,http://www.linkedin.com/company/mukt-ultra-electric-automation,,,Jaipur,Rajasthan,India,"Gandhi Path, Jaipur, Rajasthan, India, 302021",Jaipur,Rajasthan,India,,,,,,,,
Go Beyond Travels,http://www.gobeyondtravels.com,http://www.linkedin.com/company/go-beyond-travels,,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,The owner of this domain has not yet uploaded their website.,"Gmail, Google Apps, Apache",,,,,
Imagine World,http://www.imagineworld.co.in,http://www.linkedin.com/company/imagine-world,,,,Delhi,India,"Patna, Bihar, India, 801505",Patna,Bihar,India,,,"Bootstrap Framework, Mobile Friendly, WordPress.org, Google Font API, Google Workspace, Render",,,,,
Right Steps Analytics,http://www.rightsteps.io,http://www.linkedin.com/company/right-steps-consultancy,https://www.facebook.com/rightstepsconsultancy/,https://twitter.com/RightStepsCons,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,+91 77220 38180,,"Gmail, Google Apps, Amazon AWS, Mobile Friendly, WordPress.org, Google Font API, reCAPTCHA, Google Tag Manager",,,,,
clickzippy.com,http://www.chemicals4construction.com,http://www.linkedin.com/company/gcvpl,,,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India, 380005",Ahmedabad,Gujarat,India,+91 8154897272,"Startup solve the specific problem of Construction, Exclusive B2B Portal of Construction Chemicals, Exclusive B2B Portal of waterproofing, Waterproofing online, Construction chemicals online, Waterproofing Applicator directory, Online Construction Chemical Directory , Online Waterproofing Applicator Directory, Construction Chemical Search Engine ,Waterproofing Search Engine, Paints Search Engine, Architect Search Engine, Civil Engineer Search Engine, Contractor Search Engine, Online B2B Construction Chemical Supplier, Online B2B waterproofing Supplier, Construction Chemicals Manufacturers, Construction Chemicals Supplier,  Construction Chemicals Directory, Construction Chemicals, Construction Chemicals Dealers , Construction Chemicals Traders , Construction Chemicals Specifiers , Construction Chemicals Specifiers, Construction Chemicals Events, Construction Chemicals Business Directory.","Google Font API, Facebook Widget, Mobile Friendly, ShareThis, Google Tag Manager",,,,,
Nonlinear,http://www.nonlinear.in,http://www.linkedin.com/company/nonlinear,https://www.facebook.com/408443606200264,,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560001",Bengaluru,Karnataka,India,9.18587E+11,,"Amazon AWS, Mobile Friendly",,,,,
SuperMinions AI,http://www.superminions.ai,http://www.linkedin.com/company/superminions-ai,,,,Chandigarh,India,"Bengaluru, Karnataka, India, 560035",Bengaluru,Karnataka,India,,,"Google Cloud Storage, Gmail, Google Apps",,,,,
Arogyam Medisoft Solution Pvt,http://www.arogyammedisoft.com,http://www.linkedin.com/company/arogyammedisoft,https://www.facebook.com/ArogyamMedisoftSolution,https://www.twitter.com/ArogyamMedisoft,Kolkata,West Bengal,India,"Kanpur, Uttar Pradesh, India, 208013",Kanpur,Uttar Pradesh,India,+91 98303 35136,"Arogyam Medisoft, a biotechnology company, develops & manufactures state of the art, cloud connected analyzers for soil & water testing & blood & urine testing.","Gmail, Google Apps, Amazon AWS, Mobile Friendly",,,,,
Nouveaucomm Networks Research Centre Private Limited,http://www.nouveaucomm.com,http://www.linkedin.com/company/nouveaucomm-networks-research-centre-private-limited,,https://twitter.com/nouveaucommnet1,,Uttar Pradesh,India,"23, Ghaziabad, Uttar Pradesh, India, 201002",Ghaziabad,Uttar Pradesh,India,-3835,,"SumoMe, Micro",17968000,,,,
Babjiinfo,http://www.babjiinfo.com,http://www.linkedin.com/company/babjiinfo,https://www.facebook.com/babjiinfo,https://twitter.com/babjiinfotech,Indore,Madhya Pradesh,India,"Nath Mandir Road, Indore, Madhya Pradesh, India, 452001",Indore,Madhya Pradesh,India,+91 99818 10539,,"Gmail, Google Apps, Google Cloud Hosting, Nginx, Mobile Friendly, WordPress.org, Google Font API, IoT, React Native, , ",,,,,
PVNSOFT Solutions Private Limited,http://www.pvnsoft.com,http://www.linkedin.com/company/pvnsoft-solutions-private-limited,,,Hyderabad,Telangana,India,"Hyderabad, Telangana, India, 500081",Hyderabad,Telangana,India,9.1919E+13,,"Bootstrap Framework, Mobile Friendly, Apache",,,,,
Bitsonline,http://www.bitsonlinetech.com,http://www.linkedin.com/company/bitsonline-technologies,,,,Delhi,India,"E/1, Delhi, India, 110075",,Delhi,India,+91(987) 100-9851,"Bitsonline Technologies - Billing Printer, PVC ID Card Printer & Biometric Attendance Machine Wholesale Distributor from New Delhi, Delhi, India","Google Cloud Hosting, Facebook Like Button, Google Analytics, SAP, ",,,,,
greenojo,http://www.greenojo.com,http://www.linkedin.com/company/greenojo,,https://www.twitter.com/greenojo_,,Odisha,India,"Jagamara Main Road, Bhubaneshwar, Odisha, India, 751030",Bhubaneshwar,Odisha,India,+91 6746017776,"Oil E&P, Real-time Drilling Operations, Asset Performance, Pipeline & Refinery Incidents Analytics, Oil Field Analytics, Upstream Data Analytics, NDR","Amazon AWS, Google Tag Manager, Mobile Friendly, WordPress.org, IoT, ",16020000,,,,
Tuff Geekers Web Solutions,http://www.tuffgeekers.com,http://www.linkedin.com/company/tuff-geekers-web-solutions,https://facebook.com/TuffGeekersWebSolutions,https://twitter.com/tuffgeekers,,,India,"62, Sahibzada Ajit Singh Nagar, Punjab, India, 160061",Sahibzada Ajit Singh Nagar,Punjab,India,,,,3931000,,,,
Expansive Solutions,http://www.expansivegroup.com,http://www.linkedin.com/company/expansivesolutions,,,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,,,"WordPress.org, Mobile Friendly, Nginx, Google Font API, SAP",,,,,
Pro Up India,http://www.proup.in,http://www.linkedin.com/company/pro-up-india,,,Nagpur,Maharashtra,India,"Nagpur, Maharashtra, India, 440022",Nagpur,Maharashtra,India,,,"Google Cloud Hosting, Facebook Widget, Facebook Custom Audiences, Google AdSense, Bootstrap Framework, Apache, Facebook Login (Connect), Google Font API, Google Maps, Mobile Friendly",,,,,
TechSpark,http://www.techsparktechnologies.com,http://www.linkedin.com/company/techspark-technologies,,,Bengaluru,Karnataka,India,"1723 M K K Road, Bengaluru, Karnataka, India, 560010",Bengaluru,Karnataka,India,+91 973 945 8939,"TechSpark Technologies is the leading Website Design & Website Development in Bangalore. TechSpark Technologies handle almost all website design tools like WordPress, Shopify, PHP /Laravel, Squarespace etc.","Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, WordPress.org, Google Maps (Non Paid Users), Google Maps, Google Font API, Mobile Friendly, Google Tag Manager, reCAPTCHA, Google Workspace, , ",,,,,
Tebi,http://www.tebitechnology.com,http://www.linkedin.com/company/tebi-technologies,https://www.facebook.com/pages/category/Software-Company/Tebi-Technologies-2077616155796239,https://twitter.com/tebitech,Meerut,Uttar Pradesh,India,"20, Meerut, Uttar Pradesh, India, 250001",Meerut,Uttar Pradesh,India,,"Tebi Technologies is a trusted global IT Services & Software company that offers services in the area of software product engineering, enterprise mobility solutions.","Outlook, GoDaddy Hosting, Amazon AWS, WordPress.org, Google Font API, Mobile Friendly, Google Tag Manager, Apache, reCAPTCHA, SAP, Micro, IoT, Arcsight, Splunk, Data Analytics, Blueprism, Automation Anywhere, , Uipath, Docker, Node.js",,,,,
Team Moplet,http://www.moplet.com,http://www.linkedin.com/company/team-moplet,https://www.facebook.com/teammoplet,https://twitter.com/teammoplet,Kochi,Kerala,India,"Thrissur, Kerala, India",Thrissur,Kerala,India,9.19243E+11,Team Moplet,"Rackspace MailGun, SendInBlue, Gmail, Google Apps, Hubspot, Intercom, Mobile Friendly, Apache, Talkdesk, Google Workspace, Avaya, ",,,,,
TALISMAN,http://www.talismanworld.com,http://www.linkedin.com/company/talismanworld,https://www.facebook.com/TalismanWorld/,,Jaipur,Rajasthan,India,"C-87 Ramdas Marg, Jaipur, Rajasthan, India, 302004",Jaipur,Rajasthan,India,+91 91169 99888,Shop for Pure 925 Silver Jewellery Online with the Latest Designs & Styles. We have created Sterling Silver Jewelry with luxury pieces at affordable prices that anyone can wear. Explore Now.,"Outlook, Shopify, Google Tag Manager, Mobile Friendly, Typekit, Google Font API, Bootstrap Framework",,,,,
Devops Technologies Delhi,http://www.dev-ops.in,http://www.linkedin.com/company/devops-technologies-delhi,,,,Delhi,India,"New Delhi, Delhi, India",New Delhi,Delhi,India,+91 97 17 065500,,"Nginx, Mobile Friendly",,,,,
SkoolAdmission,http://www.skooladmission.com,http://www.linkedin.com/company/skooladmission,,,,Maharashtra,India,"Jalgaon, Maharashtra, India",Jalgaon,Maharashtra,India,9.18512E+11,,"Route 53, Gmail, Google Apps, Amazon AWS, Bootstrap Framework, Mobile Friendly, Apache, JQuery 2.1.1, YouTube, SAP",,,,,
Dominance,http://www.dominancetech.com,http://www.linkedin.com/company/dominance-technologies,https://www.facebook.com/dominancetech,https://www.twitter.com/dominancetech,Pune,Maharashtra,India,"Pune, Maharashtra, India, 411014",Pune,Maharashtra,India,,,"Amazon AWS, Mobile Friendly, ",,,,,
ADDYZ,http://www.addyz.net,http://www.linkedin.com/company/addyz,,,Kolkata,West Bengal,India,"12 Noormal Lohia Lane, Kolkata, West Bengal, India, 700001",Kolkata,West Bengal,India,,,,,,,,
Mindtricks,http://www.mindtrickssoftware.com,http://www.linkedin.com/company/mindtrickssoftware,https://facebook.com/MindTricksSoftware,https://twitter.com/MindtricksSoft,Nashik,Maharashtra,India,"Gangapur Road, Nashik, Maharashtra, India, 422005",Nashik,Maharashtra,India,+91 253 297 5207,,"GoDaddy Hosting, Google Font API, Mobile Friendly, Apache, WordPress.org",169000,,,,
Machintelli,http://www.machintelli.com,http://www.linkedin.com/company/machintelli,,,Hyderabad,Telangana,India,"Hyderabad, Telangana, India, 500081",Hyderabad,Telangana,India,,,"Microsoft Azure Hosting, Zoho Email, Microsoft Azure, Nginx, Ubuntu, Bootstrap Framework, Mobile Friendly, Google Font API",,,,,
Medsherb,http://www.medsherb.com,http://www.linkedin.com/company/medsherb,,,,Delhi,India,"New Delhi, Delhi, India, 110059",New Delhi,Delhi,India,,,"GoDaddy Hosting, Google Font API, Google Tag Manager, Apache, Woo Commerce, Mobile Friendly, Bootstrap Framework, WordPress.org",,,,,
Inditek Pioneer Solutions Pvt,http://www.inditeks.com,http://www.linkedin.com/company/inditek-pioneer-solutions-pvt-ltd,,,Hyderabad,Telangana,India,"Hyderabad, Telangana, India, 500085",Hyderabad,Telangana,India,,,"Outlook, GoDaddy Hosting",,,,,
Healthy18,http://www.healthy18.com,http://www.linkedin.com/company/healthy18,,,,Delhi,India,"New Delhi, Delhi, India, 110018",New Delhi,Delhi,India,9.19892E+11,"E-Commerce, Order Management, Amazon Seller, Vendor Flex, Cloudtail, Amazon FBA, Amazon Prime, Online Seller Delhi, Flipkart Assured, Inventory Management, Brand Sales, Account Management Service","Gmail, Google Apps, Microsoft Office 365, Amazon AWS, Mobile Friendly, Google Tag Manager",,,,,
6Benches.in,http://www.6benches.in,http://www.linkedin.com/company/6benches,,,Redmond,Washington,United States,"8th Main Road, Bengaluru, Karnataka, India, 560029",Bengaluru,Karnataka,India,+91 86185 49445,content,"Mobile Friendly, Google Font API, Google AdSense, Google Analytics, Google Tag Manager",,,,,
InfyIoT Solutions,http://www.infyiot.com,http://www.linkedin.com/company/infyiot-solutions,,,Bloomington,Illinois,United States,"16/20 Sidco Road, Chennai, Tamil Nadu, India, 600032",Chennai,Tamil Nadu,India,9.18611E+11,"Introducing the Infyiot Solutions offering IIoT, Wireless RS485 Gateway device, Temperature, Pressure, Flow, pH data logger, Realtime, and Remote Monitoring","Gmail, Google Apps, WordPress.org, Mobile Friendly, Google Font API, Bootstrap Framework, Google Tag Manager, Azure Devops",,,,,
ZeusMission,http://www.zeusmission.com,http://www.linkedin.com/company/zeusmission,,,New York,New York,United States,"Thiruvananthapuram, Kerala, India, 695581",Thiruvananthapuram,Kerala,India,(347) 374-8474,,"GoDaddy Hosting, Bootstrap Framework, Mobile Friendly, GoDaddy Verified, Apache, WordPress.org, YouTube",,,,,
Trade Vectors,http://www.tradevectors.com,http://www.linkedin.com/company/tradevectors,https://www.facebook.com/tradevectors,https://twitter.com/tradevectors,Mumbai,Maharashtra,India,"Surat, Gujarat, India",Surat,Gujarat,India,,"Trade Vectors offers the best algorithmic trading software to setup your own automated trading system for Stocks, Forex, Futures, Commodities, Options, etc.","GoDaddy Hosting, Facebook Custom Audiences, reCAPTCHA, Bootstrap Framework, Google Tag Manager, ASP.NET, YouTube, Microsoft-IIS, Mobile Friendly, IoT, , Node.js",,,,,
OneGreenDiary Software Pvt,http://www.onegreendiary.com,http://www.linkedin.com/company/onegreendiary,https://www.facebook.com/onegreendiary/,https://twitter.com/onegreendiary,Pimpri-Chinchwad,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,+91 84849 32038,An agile and scalable enterprise product development. A full stack software services company for the new age startups and growth stage companies.,"Mobile Friendly, Bootstrap Framework, WordPress.org, Nginx, Google Font API, Ubuntu, Google Play",,,,,
First Call BPM KPO LPO,http://www.firstcallteleservices.com,http://www.linkedin.com/company/firstcallteleservices,https://www.facebook.com/firstcallbpo,,Hyderabad,Telangana,India,"No 7 Road, Hyderabad, Telangana, India, 500070",Hyderabad,Telangana,India,91590780123,,"GoDaddy Hosting, Mobile Friendly, Bootstrap Framework, WordPress.org, Apache",35000000,,,,
uSiS Technologies Pvt,http://www.usistech.com,http://www.linkedin.com/company/usis-technologies,https://www.facebook.com/usis.in,https://twitter.com/usistech,Coimbatore,Tamil Nadu,India,"Coimbatore, Tamil Nadu, India, 641031",Coimbatore,Tamil Nadu,India,9.17838E+11,"uSiS, founded in Coimbatore, India, with the intent to use technology to solve business problems. Visit our website or contact us for more details.","Cloudflare DNS, Mailchimp Mandrill, Gmail, Google Apps, Microsoft Office 365, CloudFlare Hosting, Google Analytics, reCAPTCHA, Mobile Friendly",7000000,,,,
Cx Sol,http://www.cxsol.co.in,http://www.linkedin.com/company/cx-sol,https://www.facebook.com/facebookforreplacement,https://twitter.com/twitterforreplacement,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560102",Bengaluru,Karnataka,India,9.19539E+11,,"Cloudflare DNS, CloudFlare Hosting, Woo Commerce, Mobile Friendly, Stripe, WordPress.org, Google Maps, Google Font API",,,,,
Appbirds,http://www.appbirds.co,http://www.linkedin.com/company/appbirds-technologies,https://www.facebook.com/Appbirds/,https://twitter.com/appbirds,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India",Ahmedabad,Gujarat,India,9125294269,AppBirds the best Mobile Application Development company in UK with years of experience in web development and mobile Apps development.,"Cloudflare DNS, CloudFlare Hosting, Google Font API, Bootstrap Framework, Mobile Friendly, Google Tag Manager, WordPress.org",,,,,
Dhindoraa,http://www.dhindoraa.com,http://www.linkedin.com/company/dhindoraa,,,Nashik,Maharashtra,India,"Nashik, Maharashtra, India, 422003",Nashik,Maharashtra,India,,"Spread it in crowd, DHINDORAA is very loud.","Mobile Friendly, , Azure Devops, , SAP, Snowflake, Docker, ",,,,,
SEAGUL INFOTECH,http://www.seagulinfotech.com,http://www.linkedin.com/company/seagul-infotech,https://www.facebook.com/SeagulInfotechDelhi,https://twitter.com/InfotechSeagul,,Delhi,India,"65, New Delhi, Delhi, India, 110087",New Delhi,Delhi,India,+91 98108 86398,"Seagul Infotech offers Computer repairs & Laptop repairs services in Delhi NCR, India. CCTV Installation in Delhi, AMC service in India.","Bootstrap Framework, Apache, Mobile Friendly, ",,,,,
Juststickers,http://www.juststickers.in,http://www.linkedin.com/company/juststickers,https://www.facebook.com/juststickersindia/,https://twitter.com/juststickersind,Bengaluru,Karnataka,India,"Kolkata, West Bengal, India",Kolkata,West Bengal,India,9.19883E+11,"Juststickers makes custom vinyl stickers, reusable laptop stickers, epic coasters and badges in India","Amazon SES, SparkPost, DigitalOcean, Mixpanel, Zoho Email, Digital Ocean DNS, Hotjar, Nginx, Bootstrap Framework, WordPress.org, Facebook Login (Connect), Woo Commerce, Mobile Friendly, Facebook Widget, Yotpo, Amadesa, Facebook Custom Audiences, Google Tag Manager, Google Analytics, StatCounter, reCAPTCHA, Google Font API",589000,,,,
Whizzy Geeks Internet Services Private Limited,http://www.whizzygeeks.com,http://www.linkedin.com/company/whizzygeeks,https://www.facebook.com/WhizzyGeeks-369068996809395,,Meerut,Uttar Pradesh,India,"D/9 Hasola Main Road, Noida, Uttar Pradesh, India, 201301",Noida,Uttar Pradesh,India,,"Whizzygeeks deliver innovative technology solutions built around Digital, Cloud computing, Automation, security, IT Infrastructure Management , Software Development . Hurry up! Contact us today and getFREE FIRST CONSULTATION","Cloudflare DNS, CloudFlare Hosting, WordPress.org, Mobile Friendly, Google Font API, Woo Commerce",,,,,
envsecrets,http://www.envsecrets.com,http://www.linkedin.com/company/envsecrets,,,Bengaluru,Karnataka,India,"New Delhi, Delhi, India",New Delhi,Delhi,India,,CLI-first management of your environment secrets.,"Cloudflare DNS, SendInBlue, Gmail, Google Apps, CloudFlare Hosting, Mobile Friendly, Google Tag Manager",,,,,
Phoenix TalentX Branding,http://www.phoenixtalentxbranding.com,http://www.linkedin.com/company/phoenix-talentx-branding,https://www.facebook.com/phoenixtalentXbranding,,Gurugram,Haryana,India,"V/33, Gurugram, Haryana, India, 122002",Gurugram,Haryana,India,,"Phoenix TalentX Branding is purpose-built to help global employers advance their employer branding agenda using digital tech like artificial intelligence, virtual reality, bots, social media recruiting. We design the best campaigns, 3Dvideos, digital  experiences to differentiate your talent story.","Gmail, Google Apps, Google Cloud Hosting, Wix, Varnish, Mobile Friendly",,,,,
Thoughtbees,http://www.thoughtbees.com,http://www.linkedin.com/company/thoughtbees,,,Coimbatore,Tamil Nadu,India,"Coimbatore, Tamil Nadu, India",Coimbatore,Tamil Nadu,India,,We provide IT solutions with a team of domain experts in various platforms to deliver best-in-class mobile and web applications to accelerate your business process,"Outlook, WordPress.org, Google Font API, Mobile Friendly, Bootstrap Framework, Google Tag Manager, reCAPTCHA, Apache",,,,,
Ostrya Labs,http://www.ostryalabs.com,http://www.linkedin.com/company/ostrya-labs,,,,Andhra Pradesh,India,"Chennai, Tamil Nadu, India, 600092",Chennai,Tamil Nadu,India,+91984 9741546,,"Gmail, Google Apps, Amazon AWS",,,,,
Singularity,http://www.singularity.in,http://www.linkedin.com/company/singularity_2,https://facebook.com/singularityservices,https://twitter.com/singularityin,,Delhi,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,,"Amazon AWS, Google Tag Manager, Optimizely, Mobile Friendly, Bootstrap Framework, Trustpilot, Ruby On Rails, Google Analytics",373000,,,,
Klar,http://www.klarsys.com,http://www.linkedin.com/company/klar-systems,https://www.facebook.com/klarsys,https://twitter.com/klarsys,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560071",Bengaluru,Karnataka,India,,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Mobile Friendly, AngularJS",,,,,
Santronix,http://www.santronix.com,http://www.linkedin.com/company/santronix-computers,,,,Maharashtra,India,"Jalgaon, Maharashtra, India",Jalgaon,Maharashtra,India,+91 2572220587,,"Gmail, Google Apps, Google Font API, Bootstrap Framework, ASP.NET, Mobile Friendly, Microsoft-IIS, SAP, ",,,,,
Digifame Media,http://www.digifame.in,http://www.linkedin.com/company/digifame-media,https://www.facebook.com/digiFameMedia,,Chandigarh,Chandigarh,India,"Chandigarh, Chandigarh, India, 160002",Chandigarh,Chandigarh,India,+91 98883 82376,We  are digital marketing company based out of chandigarh that will help your business to grow and give benefits to your customer.we love doing thing creative,"Hubspot, WordPress.org, Google Analytics, Shutterstock, Mobile Friendly, Google Font API, Google Tag Manager",,,,,
Kalp,http://www.kalpsystems.com,http://www.linkedin.com/company/kalp-systems,,,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India, 380009",Ahmedabad,Gujarat,India,+91 79 2643 1620,,"Gmail, Google Apps, WordPress.org, Apache, ShareThis, Google Tag Manager, Google Font API, Woo Commerce, Mobile Friendly, Google Custom Search, Google Analytics, , SAP",,,,,
Aibi,http://www.aibitech.in,http://www.linkedin.com/company/aibi-technologies,https://www.facebook.com/aibi-Technologies-PvtLtd-1605670666317110/,https://twitter.com/login,Thiruvananthapuram,Kerala,India,"Thiruvananthapuram, Kerala, India, 695581",Thiruvananthapuram,Kerala,India,,,"2Checkout, Bootstrap Framework, Microsoft-IIS, ASP.NET, Google Font API, Avangate, Mobile Friendly, IoT",,,,,
HostPalace Web Solution Private Limited,http://www.host-palace.com,http://www.linkedin.com/company/hostpalace,https://facebook.com/hostpalace,https://twitter.com/hostpalace,Birbhum,West Bengal,India,"Whitefield Main Road, Bengaluru, Karnataka, India, 560066",Bengaluru,Karnataka,India,+91(800) 270-9040,,"Cloudflare DNS, Google Font API, reCAPTCHA, Google Tag Manager, Apache, Google Analytics, Bootstrap Framework, Mobile Friendly",433000,,,,
Elvento Labs Private Limited,http://www.elvento.com,http://www.linkedin.com/company/elventolabs,,,New Delhi,Delhi,India,"Noida, Uttar Pradesh, India, 201301",Noida,Uttar Pradesh,India,,"Top Web, Mobile and Desktop App development company in India using Angular, NodeJS, PWA, Ionic framework, Flutter, Electron Js, Qt C++ development.","MailChimp SPF, DigitalOcean, Woo Commerce, Google Maps, Ubuntu, Google Tag Manager, Apache, Shutterstock, WordPress.org, reCAPTCHA, Mobile Friendly, Bootstrap Framework, Google Font API",,,,,
Ozonet,http://www.ozonet.co.in,http://www.linkedin.com/company/ozonet-biz,,,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India",Bengaluru,Karnataka,India,,,"Amazon AWS, Mobile Friendly, SAP, Data Storage, , , React Native, ",,,,,
Techl33t Infosystems Private Limited,http://www.techl33t.in,http://www.linkedin.com/company/techl33t-infosystems-private-limited,,,Bengaluru,Karnataka,India,"Kolkata, West Bengal, India",Kolkata,West Bengal,India,,,"Amazon CloudFront, Gmail, Google Apps, Amazon AWS, ",,,,,
Webtech Softwares Pvt,http://www.webtechsoftwares.com,http://www.linkedin.com/company/webtech-softwares,https://www.facebook.com/pages/Webtech-Softwares-Pvt-Ltd/1405688529698189,https://twitter.com/webtechudaipur,Udaipur,Rajasthan,India,"101 Shakti Nagar Road, Udaipur, Rajasthan, India, 313001",Udaipur,Rajasthan,India,9.19828E+11,"Webtech Softwares Pvt. Ltd. is a leading IT Company in Udaipur, Rajasthan, India which provides best services like search engine optimization (SEO), social media marketing (SMM), etc.","Mobile Friendly, Facebook Widget, Facebook Custom Audiences, Google Tag Manager, Apache, Facebook Login (Connect), reCAPTCHA",,,,,
Ittanta Technologies Pvt,http://www.ittanta.com,http://www.linkedin.com/company/ittanta-technologies,https://www.facebook.com/ittanta.technologies,https://twitter.com/Ittanta_Tech,Gandhinagar,Gujarat,India,"Gandhinagar, Gujarat, India, 382024",Gandhinagar,Gujarat,India,+91 76986 17678,,"Gmail, Google Apps, GoDaddy Hosting, Bootstrap Framework, Apache, Mobile Friendly, WordPress.org, Google Tag Manager, reCAPTCHA, , Render",,,,,
Turtlecap Technology,http://www.turtlecap.com,http://www.linkedin.com/company/turtlecap-technology,,,,Odisha,India,"Infocity Road, Bhubaneshwar, Odisha, India, 751024",Bhubaneshwar,Odisha,India,9.18984E+11,,"DigitalOcean, Mobile Friendly, Apache, Google Font API, WordPress.org, Woo Commerce",,,,,
Visa Lounge,http://www.visalounge.com,http://www.linkedin.com/company/visa-lounge,,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,,Microsoft Azure Hosting,,,,,
Pravridh,http://www.pravridh.co.in,http://www.linkedin.com/company/pravridh,,,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560003",Bengaluru,Karnataka,India,,,"Gmail, Google Apps, GoDaddy Hosting, Amazon AWS, Apache, Google Font API, Mobile Friendly, Bootstrap Framework, Google Analytics, Uipath",,,,,
Zaapr Digital,http://www.zaapr.com,http://www.linkedin.com/company/zaapr,https://www.facebook.com/zaaprdotcom?ref=br_tf,https://twitter.com/zaaprdotcom,Bengaluru,Karnataka,India,"1 18th Main Road, Bengaluru, Karnataka, India, 560029",Bengaluru,Karnataka,India,,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting",,,,,
RoomStory.com,http://www.buildingblox.in,http://www.linkedin.com/company/roomstory-com,https://www.facebook.com/buildingblox.in,https://twitter.com/BuildingBloxIN,,Delhi,India,"39, Delhi, India, 110049",,Delhi,India,9.11142E+11,"Stores, Service Providers, Brands Signup to provide Renovation, Construction Services : BuildingBlox","Amazon AWS, Ubuntu, reCAPTCHA, Google AdSense, Apache, Facebook Login (Connect), Bootstrap Framework, Mobile Friendly, Facebook Custom Audiences, Google Tag Manager, Google AdWords Conversion, YouTube, Facebook Widget",1455000,,,,
iTechSolns &,http://www.itechsoln.com,http://www.linkedin.com/company/itechsolns,,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,,"Outlook, GoDaddy Hosting, Google Font API, Mobile Friendly, Apache, Bootstrap Framework, SAP",,,,,
ThoughtNIdea Software Solutions,http://www.thoughtandidea.com,http://www.linkedin.com/company/thoughtnidea-software-solutions-private-limited,https://www.facebook.com/thoughtandidea,https://twitter.com/ThoughtNIdea,Bengaluru,Karnataka,India,"3rd Main Road, Bengaluru, Karnataka, India, 560038",Bengaluru,Karnataka,India,9.19632E+11,Software as a Service(SaaS) and Artificial Intelligence as a Service (AIaaS) company,"GoDaddy Hosting, Google Font API, Mobile Friendly, Microsoft-IIS, Google Tag Manager, Google Play, ASP.NET, jPlayer, ",,,,,
tec.know Solutions Pvt,http://www.tecknow.in,http://www.linkedin.com/company/tec-know-solutions-pvt-ltd-,,,Bengaluru,Karnataka,India,"Hosur Road, Bengaluru, Karnataka, India, 560100",Bengaluru,Karnataka,India,,,"Outlook, Amazon AWS, Google AdSense, Mobile Friendly, Micro, Gusto",,,,,
Adisap Systems Private Limited,http://www.adisap.com,http://www.linkedin.com/company/adisap-systems-private-imited,https://www.facebook.com/99prologic,https://twitter.com/Adisap_Systems,Noida,Uttar Pradesh,India,"Noida, Uttar Pradesh, India, 201301",Noida,Uttar Pradesh,India,+91 120 424 3739,"adisap,adisap system,website,software,banking,ERP,Accounts,blogs,software developer company,PHP,Download,website development,software maintenance,Java,OBIEE,Oracle business intelligence,AWS,Amazon,Banking Software,Accounting Softwares,ERP Softwares,Google maps,Android,ios and windows","Facebook Login (Connect), Facebook Widget, Bootstrap Framework, Apache, Google Tag Manager, Google translate API, Google Maps, Google Font API, WordPress.org, Google translate widget, Google AdSense, Mobile Friendly",,,,,
Adway iT,http://www.adwayit.com,http://www.linkedin.com/company/adway-it,,https://twitter.com/Adwayit1,Coimbatore,Tamil Nadu,India,"Coimbatore, Tamil Nadu, India",Coimbatore,Tamil Nadu,India,+91(+44) 0203 9788897,,"Route 53, Outlook, Amazon AWS, Ubuntu, Apache, Data Analytics, ",,,,,
Unilarity,http://www.unilarity.in,http://www.linkedin.com/company/unilarity,,,New Delhi,Delhi,India,"New Delhi, Delhi, India",New Delhi,Delhi,India,+91(892) 973-6888,"Unilarity is a leading global technology company delivering innovation-led strategy, technology, and business consulting services.","Cloudflare DNS, ElasticEmail, MailJet, SendInBlue, CloudFlare Hosting, Atlassian Cloud, WordPress.org, Google Font API, Tint, Mobile Friendly",,,,,
